Material,Size,Gripper Force,X Force,Y Force,Z Force,X Torque,Y Torque,Z Torque,Deflection
rubber,0.072,1.7,0.5403844431069497,0,1.611826496136601,0.0027225406182985238,-0.06536519463716958,-0.0009127648660582718,-0.0004480291118900774
rubber,0.075,1.97,-0.7342141417457633,0,1.8280671743840629,0.03889798468946816,0.07244079199312645,0.015622757656069363,8.766509584485225e-05
rubber,0.036,0.27,-0.2658905317687842,0,0.04692787141681547,0.0005562234671107577,0.012159316412927525,0.0031515291230396992,0.00044982856186763455
rubber,0.036,0.21,-0.20116273836520066,0,0.06027895730197915,0.0006418086368478674,0.013743481769150502,0.002141841675328956,-0.0006215811693683641
rubber,0.041,0.39,0.38885028095415636,0,0.029924220990255792,-0.0002806236594187083,-0.014162934147818634,0.0036465640606945485,0.00024482978009310313
rubber,0.074,1.97,0.7642799115821645,0,1.8157026785109833,-0.013427595123643785,-0.04055907660268451,0.00565204938854613,0.0008193617542267225
rubber,0.041,0.24,-0.22609761592165978,0,0.08049762775723031,0.001655590128974125,0.01165350310177155,0.004650136799476814,-0.00022865522127761713
rubber,0.082,2.63,0.8161080962412876,0,2.5001735090288078,-0.005392972266759418,-0.021521488038608812,0.0017603771553506115,0.0008170849466287545
rubber,0.047,0.39,-0.29876442896368527,0,0.2506787106756437,0.0038338770980361086,0.02024295876757088,0.004569299478302288,0.00035512343587135506
rubber,0.087,2.97,1.5928860701909706,0,2.5067137785139266,0.05868706650682175,-0.11267985393117065,-0.037292574661039656,0.000622069007954115
rubber,0.069,1.55,1.2708266139760156,0,0.8874118081309577,0.019583644680524873,-0.05937948502569552,-0.02804494669850971,0.00019159626707753236
rubber,0.032,0.19,0.11478103485030461,0,0.1514110763408449,0.0019515671953145288,-0.00802676918106429,-0.0014794353733662796,0.00040121784956134206
rubber,0.056,0.89,0.8824005657809092,0,0.11605706143760255,0.00034164923190613933,-0.0491443368523789,-0.0025976142407730606,0.000826746926983919
rubber,0.039,0.28,0.24070149333396335,0,0.14304821252570762,0.0010426199174283326,-0.01971523898293169,-0.001754374743128177,0.0009244851301679132
rubber,0.081,2.37,-1.588488771313254,0,1.7588642424620806,0.021953891289376238,0.06637789003019176,0.019827289086842555,0.0009323969194497069
rubber,0.068,1.42,1.279452431847238,0,0.6159557408127538,0.014643516714409303,-0.05667696598292539,-0.03041725537994811,-8.919844074491572e-05
rubber,0.096,4.07,4.056221748461258,0,0.33461190551128794,-0.008228654595280441,-0.27353629141094477,0.09974913378814682,0.0008538249861501262
rubber,0.041,0.37,0.2998732290069785,0,0.21673958227543075,0.0025290758946730565,-0.024064794319759407,-0.003499140060053967,0.0007711577962978409
rubber,0.037,0.25,0.24356188250963165,0,0.05637028816996051,0.001060926159360131,-0.015009767299638842,-0.004583995948333077,-0.0006147463416614705
rubber,0.063,1.26,1.1884210025024033,0,0.4186353076499671,0.00900067081024786,-0.0707997547925526,-0.025551084755738286,-0.000640060034230882
rubber,0.089,3.21,0.19198946059348604,0,3.204253430523407,-0.04821233308330087,0.05302047297612693,0.002888741487936685,0.0003577434279046838
rubber,0.085,2.9,-2.8766818910063057,0,0.36701675432653585,-0.0030907626858297527,0.07341847660499752,-0.02422543642194053,-0.00042616770910934023
rubber,0.083,2.7,1.9466266592936028,0,1.8710009752342271,-0.010499900871295329,-0.09187571741536685,0.010924305880409735,-1.7411879424424006e-05
rubber,0.086,3.01,-2.9611872773866206,0,0.5398795312323038,0.01325475665923105,0.1867931538778143,0.07270106479973555,8.444309205031783e-05
rubber,0.091,3.55,-2.7842874543190606,0,2.2023268085644068,0.0005238504009124643,0.11084392535205245,0.0006622768671427765,0.000602835285576279
rubber,0.087,3.13,-0.7090380875362376,0,3.0486332987788076,0.007874259918853432,-0.03229579675071529,0.001831361677989784,6.61343017133924e-06
rubber,0.074,1.84,-0.8306536655317258,0,1.6418326613692116,-0.001042170922316664,0.06373844094969372,-0.0005272663390743958,0.0008903989687556308
rubber,0.071,1.56,0.7670314194764455,0,1.3584045058582326,-0.0196813240364915,-0.06170443364689199,0.011113180093103614,-0.000799870436923379
rubber,0.036,0.16,0.04542844848011763,0,0.15341530584882754,0.0011037851104840704,-0.005127857281660176,-0.00032684643000455713,0.00018908781403945087
rubber,0.082,2.54,-1.0815733220845027,0,2.2982165148121037,0.020172153827412213,0.02233893514417972,0.009493301996612621,-0.0005697361681738367
rubber,0.087,2.99,2.51166912356078,0,1.62222631397454,0.02428099040585542,-0.08820745192585058,-0.037593900041261286,0.0005172476981507254
rubber,0.085,2.75,2.1566709323839235,0,1.7062445573276586,-0.004669194143111136,-0.0662468013038742,0.005901800678489299,-0.0006771175446213982
rubber,0.085,2.91,1.7599650261884712,0,2.3174604865225676,0.052221583798387095,-0.0862762051961345,-0.03965899812826723,-0.0003822572126727879
rubber,0.059,0.86,-0.6008587564844492,0,0.6152794119389672,-0.013914741428050739,0.031608925941030666,-0.013588613675392354,-0.0009639043754450635
rubber,0.098,4.36,4.306221103962422,0,0.6826857284202349,0.012543657592902623,-0.24239197811250793,-0.07912244360583107,-0.0001007984298698233
rubber,0.088,3.1,1.4790594550828757,0,2.724405096223751,-0.036134919806791274,-0.0783563996361713,0.019617381744358144,0.0002951179545474557
rubber,0.049,0.52,-0.32727216872932663,0,0.4040951961793201,0.004491823225280753,0.025745384248864907,0.003637877268489097,0.0008084644972411864
rubber,0.063,1.07,-0.7083493585929197,0,0.8019608383088287,-0.01056563406935112,0.01824515818421404,-0.00933232616686736,-0.0008767800252234763
rubber,0.065,1.18,1.1604866291185028,0,0.213707238148768,0.00030858489214635954,-0.0739346037246745,-0.001675697296853069,0.0003003707818059239
rubber,0.038,0.28,0.2654813784863176,0,0.08899234617091861,0.0017172703059090849,-0.014769283240812312,-0.005122949418265215,-0.0007022791967984346
rubber,0.059,1.04,-0.9545862957554989,0,0.4127529575373085,-0.006398308021076461,0.04183514613493265,-0.014797561208001764,-1.9128402930677004e-05
rubber,0.061,1.09,0.14231434985149538,0,1.0806695266483395,0.015109230354175558,-0.004903006419847209,-0.0019897482454973394,-0.0009968874230132298
rubber,0.101,4.75,0.3476791549428183,0,4.737258617092617,0.05713547525819081,-0.025006889790112383,-0.004193314184568555,-0.0009944976789137408
rubber,0.095,4.01,0.3943983514987792,0,3.990557597671664,0.027575440669549072,0.06578416589943291,-0.002725360573236207,-9.432416591078464e-05
rubber,0.075,1.99,0.8155238220381473,0,1.8152192417689639,0.010688027328839314,-0.023223779357969876,-0.004801811647153418,0.000990746792083325
rubber,0.072,1.64,0.8229660868161576,0,1.4185650566507342,0.004938097111382882,-0.07104458711381677,-0.002864786804820834,-0.00027153199154781986
rubber,0.067,1.36,1.355973777880939,0,0.1045710939949178,-0.0022843529113256824,-0.05643446004561703,0.02962121298390689,0.0008837611426600452
rubber,0.067,1.36,1.2858857404021973,0,0.44282938320564613,0.008557368180073218,-0.049115826760981765,-0.02484884277206507,-6.305488562542335e-05
rubber,0.039,0.19,0.008970538393092461,0,0.18978811722797098,-0.0018814311745680022,0.0008800436919026081,8.892785719113457e-05,-0.0008116388188990142
rubber,0.04,0.25,-0.017311955380632488,0,0.24939987209479275,-0.0042582812308038665,-0.004266154168360012,-0.0002955862569081106,0.00010749611214680625
rubber,0.047,0.54,0.5246422647819908,0,0.1278690502210109,-0.0008987852427681039,-0.025306054732845102,0.0036876845843733966,0.00011590361926278395
rubber,0.072,1.8,-0.3516974168893626,0,1.7653070347543938,0.041245453835907844,0.020607125159352573,0.00821722186958624,0.0006803930437214325
rubber,0.065,1.33,-0.13001972389280975,0,1.3236294312982158,-0.005303622994656777,0.03148968373231334,-0.0005209733034724796,-0.0005772631903464719
rubber,0.038,0.29,0.2867115752148242,0,0.043548509019645944,0.0002497524462913885,-0.007814584290077716,-0.001644302386050827,0.0008157128526941708
rubber,0.053,0.62,0.25025907797076213,0,0.5672480884879418,-0.0030602869652589155,-0.002137520201144754,0.0013501404584599463,-0.00047881789830756183
rubber,0.055,0.85,-0.7007873541561579,0,0.48103750815795204,-0.0013001826053029978,0.03330216363419718,-0.0018941382167458032,0.0005740872644830765
rubber,0.091,3.5,-2.8528495893228953,0,2.0276215674282487,0.042916967737814136,0.2503118822891871,0.06038387821110983,0.00018480407869699516
rubber,0.076,2.04,2.0399999761963077,0,0.0003116393178574895,-2.2991624952163673e-06,-0.15068388894762438,0.015050384103515687,-7.868125873376423e-05
rubber,0.095,3.95,-3.2323134446526782,0,2.270385384800902,-0.01947920318422257,0.22042816370454424,-0.027732247910416015,-0.0008853101592862802
rubber,0.045,0.38,0.2954592474068232,0,0.2389640833300972,0.003987219698534193,-0.016740090075364648,-0.004929866090994262,-0.0004363867306606181
rubber,0.06,1.01,0.046111454761574903,0,1.008946843862337,0.008454113459395745,-0.022627956412767696,-0.0003863746367844705,0.00013033084150859705
rubber,0.061,1.05,-0.665448642271548,0,0.8122057033159477,-0.002202992808337491,0.038997084008183136,-0.0018049350888045942,-0.0001587373591068014
rubber,0.039,0.27,0.2588480417144659,0,0.07679642765510727,0.0004321602781322632,-0.010263467095048277,-0.0014566281937448409,0.0008802180180508043
rubber,0.062,1.03,-0.9873363302437964,0,0.2933717283255379,-0.004968575737372216,0.027394489096995468,-0.016721636277207744,0.000290854260720703
rubber,0.068,1.5,-1.0874416110502334,0,1.0331847572222852,0.022762002190493718,0.08977273327296728,0.02395733014810058,0.0009507938259767559
rubber,0.099,4.52,3.8517963625290683,0,2.365177537016584,-0.016813790581203334,-0.09618541049284074,0.027382002571653206,-0.00044727168299178396
rubber,0.036,0.12,0.1063720190407754,0,0.05554271838134062,0.0005316964442683788,-0.0030347647481946314,-0.0010182725286385858,-0.0008839798950733456
rubber,0.085,2.89,-2.664160666467521,0,1.119976760137162,-0.027652194990253016,0.1302575885895169,-0.06577805259593071,-0.000881485009512609
rubber,0.058,0.93,-0.6673291025831221,0,0.647743675264842,0.0038570887961815307,0.015762272922864057,0.003973713219024222,-8.626741315361771e-05
rubber,0.036,0.25,-0.05927782764087514,0,0.24287062224604009,0.0017891461918654792,0.006343088266494735,0.00043667981991782134,-0.00045864378165617057
rubber,0.061,0.96,-0.1882340165831269,0,0.9413649425175037,0.0026371368217109558,0.0030982664453657136,0.0005273181885256839,0.0006428510878195702
rubber,0.094,3.78,3.768813462939069,0,0.2905943591490082,-0.005865197260524356,-0.15819610693443156,0.07606766512258015,2.315764259874294e-05
rubber,0.084,2.68,1.656593505406771,0,2.1066793675934896,-0.023859696295293303,-0.08814913281431602,0.01876214222808484,0.0004511658460672702
rubber,0.066,1.27,-0.8240613750602445,0,0.9663450988822881,0.002715092050238348,0.04872876224865415,0.0023153245056268374,-0.0005491411700742797
rubber,0.071,1.6,1.561302679324765,0,0.34976269602876453,0.003311627726894141,-0.09455029317454769,-0.014782746421021368,-0.0007781414979458609
rubber,0.04,0.33,-0.05297370907760078,0,0.32572041100698884,0.0009032572094348697,-0.0006576268507971774,0.00014690170777729257,3.3213054815245685e-06
rubber,0.065,1.36,-1.351705869342992,0,0.14997080643814154,-0.0024839138290171023,0.08221188324760234,-0.022387829880807626,-0.0008360197923823029
rubber,0.089,3.3,2.7922364782068074,0,1.7588108055647274,0.011791355455995052,-0.15367892694167054,-0.018719610277332117,0.0007727849585142453
rubber,0.068,1.54,0.6093100917506853,0,1.4143341939198004,-0.034423322859016434,-0.03478052836263968,0.014829930648470286,9.238210817884319e-05
rubber,0.08,2.43,0.9932749061945108,0,2.2177251770055473,0.0060544747735243,-0.11329828113166597,-0.0027116785817661022,0.0009995936655797196
rubber,0.066,1.26,1.014473390026125,0,0.7472909345956912,0.00024286954917821795,-0.08985221017313276,-0.0003297038455608265,0.00017114592286322092
rubber,0.089,3.32,0.9485657217198652,0,3.181606995148532,-0.06346374046702812,-0.0938745806405751,0.01892110775181972,0.0004456127310264799
rubber,0.05,0.61,0.42620195796853705,0,0.4364079410640752,-0.010574243861363056,-0.02192138209696568,0.010326951032928194,-0.0009300353684401499
rubber,0.05,0.6,0.599992182472791,0,0.0030628371711574442,-6.41540430230463e-05,-0.021761286817249585,0.012567407973994518,-0.0006532806491903641
rubber,0.06,1.07,-1.062724066609102,0,0.12456949164949303,0.0014682488144603218,0.06113906677856943,0.012525886798090793,0.0004323622184558029
rubber,0.096,4.11,3.698233553121397,0,1.79308911841188,-0.00685353089916171,-0.13004186793724423,0.014135358732801155,-5.870205754461328e-05
rubber,0.081,2.5,1.188457035604054,0,2.199447629411354,0.019537846539298454,-0.07935749951767673,-0.01055714665340588,0.00028465706245187305
rubber,0.089,3.18,-2.5298622097891887,0,1.9267063085692544,0.039788303847014504,0.1700768672206437,0.052244042512592244,0.0008937580773391386
rubber,0.045,0.33,0.0318278863696639,0,0.32846154363827706,0.0002697913777924284,-0.0018091687947019164,-2.614275394549357e-05,-0.0005960383982949088
rubber,0.05,0.67,0.23282400589271154,0,0.6282459568354346,0.008801367798636727,-0.010516655488372953,-0.0032617316290194406,-0.0009174199220170838
rubber,0.053,0.75,-0.69676830481601,0,0.27751383641869776,0.005179490177009668,0.027554248289007446,0.013004413174560721,-0.0006454514233956671
rubber,0.099,4.59,4.55210840919904,0,0.5885652307938286,-0.0030045675392972493,-0.31831213454341345,0.02323806512184628,0.00039748596852548154
rubber,0.062,1.1,-0.026524967976366845,0,1.099680147167281,-0.02068192174691043,-0.016272346865759228,-0.0004988607946043735,0.0005887750540731299
rubber,0.093,3.8,0.0840466385839609,0,3.7990704340065524,0.09247118758743202,-0.05117567492912526,-0.002045735296987954,0.0009247273989065318
rubber,0.063,1.18,-0.23143929834360485,0,1.157080745316514,0.018859201338437236,-0.011131314738898517,0.0037722175766521184,0.00042519085070658595
rubber,0.097,4.13,-2.119393638026396,0,3.544724334429017,0.029177820583586686,0.02726865049863003,0.017445443279100657,-0.0006884657008200324
rubber,0.044,0.5,0.20766460540538614,0,0.4548355875058869,-0.0015492959300666001,-0.018785884771432605,0.0007073631369473416,-9.667799653903965e-05
rubber,0.041,0.23,0.20207973401697069,0,0.10983524525228862,0.0026967583223942338,-0.00789522330600408,-0.004961615037556659,-8.396727010563091e-05
rubber,0.079,2.19,0.8851398268678701,0,2.0031543841881776,-0.033415173020841724,-0.04870610687433263,0.014765262575812167,0.00041891958062023897
rubber,0.07,1.52,0.7409954007247318,0,1.3271495078192186,0.00396839616445578,-0.004400788827613914,-0.0022156985997360264,0.000916733794288599
rubber,0.078,2.11,-2.0573524727048116,0,0.4684023943741064,0.009054430951790938,0.13522905738507898,0.039769557396250245,-0.0001442725770725611
rubber,0.098,4.43,3.3195948953454857,0,2.9334603680288898,0.05849866566072641,-0.10070569083517314,-0.06619890762061155,0.0007021456213142601
rubber,0.038,0.19,-0.18912513726486888,0,0.0182121512882062,0.00012949558679685623,0.006722003228862097,0.001344754402738239,0.0009288406647751534
rubber,0.09,3.4,-3.3923658046491805,0,0.2277152771487194,0.004888241283184611,0.1705969739595798,0.07282209073359557,0.0007551558328111304
rubber,0.046,0.52,-0.4932711324583841,0,0.16457092660376965,-0.0003976883614210044,0.03421705172137176,-0.00119199783614249,-0.0008564598595604672
rubber,0.088,3.1,-3.0970590937253824,0,0.13499988878852429,-0.0033063222255077574,0.20116251110892555,-0.07585099074663526,-0.0002518559193765261
rubber,0.044,0.45,-0.37583866800091753,0,0.24747786898083646,0.0053993878050994796,0.008461101397192108,0.008199919972828462,-0.0004006604875810667
rubber,0.039,0.21,-0.19972797753084792,0,0.06487476390274653,-0.0008176843990900289,0.011194532379289274,-0.0025173802795429383,0.00020067797211931678
rubber,0.091,3.49,-0.5137404805069432,0,3.4519806950051874,-0.037324901090051835,-0.003985653410662357,-0.0055548724964258655,-0.0009420798516186888
rubber,0.065,1.23,-1.0313028693489625,0,0.6703091761811087,-0.011270058857946144,0.07706332186181239,-0.0173395269689568,0.0006525038271606084
rubber,0.097,4.21,4.20995586564999,0,0.019277169897177125,0.00018257219252273364,-0.3006394209453702,-0.03987208064853003,2.996185201843325e-05
rubber,0.068,1.38,-0.44517228815257,0,1.3062241897396498,0.013695585933246868,0.031833317407145637,0.0046675719033413875,-0.000418156166734674
rubber,0.098,4.38,-1.9811860145876494,0,3.906315652325386,0.07243002562232273,0.04150560591944749,0.03673470517257062,0.0009968582510210683
rubber,0.079,2.23,-2.2289033176601207,0,0.06992853869278147,0.001738576370801355,0.13691074180068113,0.05541540997888249,0.0004476759723596655
rubber,0.088,3.09,3.041477368782858,0,0.545449736622635,0.0034439397884937807,-0.11677160920711462,-0.019203721668311063,-0.00019171628590159778
rubber,0.046,0.44,0.008266539804560985,0,0.4399223389641172,0.005538017226720488,-0.009544681058273803,-0.00010406436724906454,0.00045792018915061
rubber,0.095,4.02,2.916032782419798,0,2.767156087367145,0.039367080179008605,-0.15328225270967416,-0.04148508169604626,1.8260572250453002e-05
rubber,0.072,1.75,1.631803361053491,0,0.6322323867491523,-0.00445338894280079,-0.07445392626558071,0.011494278365439217,-0.0005461202806158492
rubber,0.081,2.38,-2.3799271214375195,0,0.01862516164013517,-0.00011586978348483009,0.0932586063797965,-0.014805865613343424,-0.0007866629841229468
rubber,0.095,3.92,-1.4435989585658808,0,3.644505734228923,-0.08746728855496003,0.17162137959470486,-0.034646038687941985,-0.0004902731112864734
rubber,0.044,0.37,-0.36828566114180117,0,0.03557628138727283,0.00021287934728944066,0.013186616773180802,0.002203726980526243,-0.00046876966712613386
rubber,0.082,2.5,0.07050405460230424,0,2.499005637905732,0.010907669381420085,-0.0067662771500065,-0.00030773636761220204,0.0005189693074974515
rubber,0.087,3.14,2.7862968523337712,0,1.4478086374500319,-0.012648191364773393,-0.0845752672666959,0.02434134931633849,0.0009047443822188473
rubber,0.054,0.75,0.5623859000212909,0,0.4962077180548915,0.01169880575599063,-0.011781826283935495,-0.013259050927396578,-0.000641302201978122
rubber,0.097,4.21,-4.032197886717147,0,1.2105701972020346,-0.024402128648107337,0.29057888440248314,-0.0812792284113014,-0.0007380224538180585
rubber,0.047,0.55,-0.5306696770300503,0,0.1445326740942065,-0.0030024768114338984,0.022429010476105165,-0.011023966793662953,-0.00043484213080926013
rubber,0.078,2.14,0.9207778222235498,0,1.931778507516133,-0.00334212070726331,-0.07300514438199307,0.001593014216934723,-0.0007009279343579129
rubber,0.085,2.88,-2.574315054193107,0,1.2912404895118261,-0.0051812328600901085,0.14482852589124012,-0.010329699122161716,-0.0006323940411979112
rubber,0.06,0.92,0.8013447181263762,0,0.45193654723971893,0.011020586912559511,-0.04567219479706842,-0.019540993457977378,0.0007281858393567624
rubber,0.043,0.47,-0.3136578531660686,0,0.35002678632820794,0.002923041928573279,0.02869903039173097,0.002619328268125786,0.00018136990547375288
rubber,0.049,0.53,-0.5172524048233973,0,0.11554198243241426,-0.00047913258991929544,0.028249589260721738,-0.0021449561375665913,-0.0009977564030789054
rubber,0.065,1.27,1.1669324595600021,0,0.5011672723006205,-0.010546858640155324,-0.0832506736508708,0.024557612545389015,0.0005619529161441273
rubber,0.078,2.2,-1.6009784270669014,0,1.5089294470141374,-0.03450128618188838,0.10974369548753504,-0.036605962586630576,0.000387791125862743
rubber,0.075,1.86,1.7345148443084426,0,0.6716087066690392,-0.008728313341594717,-0.13440557394349933,0.02254197854559973,0.0002562940350688814
rubber,0.048,0.46,0.20531328690614967,0,0.4116387423698031,-0.004539422421015487,-0.020624327871142854,0.002264130272453507,-0.000333837761976739
rubber,0.071,1.76,0.6672138591851867,0,1.6286269266198474,-0.026630826738875776,-0.05609053321420702,0.010910084066100464,-0.0004037138274699276
rubber,0.092,3.68,-3.1812742547486086,0,1.849836240339584,-0.007923747619689196,0.1516601088894083,-0.0136269437012518,0.0005473620815538405
rubber,0.101,4.86,4.035673662871201,0,2.7079398233357685,-0.040202920803981156,-0.18954895794284662,0.059914872280751534,-0.00027805969097561856
rubber,0.048,0.48,0.3813863791524588,0,0.29145227704887966,-0.004185338527389115,-0.01903229402734913,0.005476818100894486,-0.0008880137904302283
rubber,0.069,1.48,0.6341544373551629,0,1.3372539585219991,-0.02442555288954435,-0.021451698965812237,0.011583119759000476,6.198894159036269e-05
rubber,0.095,3.98,-2.0655481946425107,0,3.402045069602851,-0.07303896731525375,0.19951966917586267,-0.04434553452114834,-0.0008574872829600271
rubber,0.084,2.68,-0.028821699606638166,0,2.679845015972339,-0.05434039958192805,-0.06258222444300134,-0.0005844303173953335,0.0009938636931101624
rubber,0.035,0.14,0.06239912001154986,0,0.1253249768473316,0.00226242723208701,-0.004016174345052979,-0.0011264591618027637,0.0008759846989179009
rubber,0.101,4.87,0.8445386267219624,0,4.796212516973636,-0.09490748011880848,-0.12321257501335361,0.016711735070437675,-0.00020970075993828125
rubber,0.085,2.89,1.8699373666112942,0,2.2035049909067186,-0.005872691086389508,-0.07234422630049617,0.0049836803412394454,-0.0008930010473482139
rubber,0.059,0.94,0.3958666688125829,0,0.8525781961340724,-0.0011741893612463175,-0.037537153889035606,0.0005451962448716651,0.00029760888788251825
rubber,0.064,1.23,-1.1056612861425412,0,0.5388999167986774,-0.010562706352081943,0.08101030937210177,-0.021671511028924274,-0.0007247971430553463
rubber,0.07,1.67,-1.2203565728468933,0,1.1400130854991908,0.0238275729576377,0.01596810431779424,0.02550684342461672,0.00026421128274743173
rubber,0.066,1.32,-0.6016228268737109,0,1.1749255185689367,-0.011280585546335554,0.03333615509836427,-0.005776245096321759,-5.891156606622135e-05
rubber,0.078,2.3,0.9774181189156556,0,2.0819831461410487,-0.005095756489336029,-0.01245094897382562,0.0023922790784789757,0.0005095194321571525
rubber,0.088,3.17,-0.6296304438676815,0,3.1068417249925986,-0.015645521860778666,0.04701565932495584,-0.003170710884464851,-0.000353895256311163
rubber,0.073,1.9,-1.6654489679287678,0,0.9144833159905116,-0.017996101936465704,0.0746916655381187,-0.03277434248689856,0.00014023276499888228
rubber,0.06,1.08,0.8105392885022876,0,0.7137408926173459,-0.003622365852500088,-0.05893982559534722,0.004113635453916052,0.0005544845771905831
rubber,0.035,0.2,0.01718695518340465,0,0.19926015299483146,-0.00306169670631872,-0.0005090313566110967,0.00026408312593257115,2.1760641473228744e-06
rubber,0.044,0.36,-0.26666261073941716,0,0.24184923409768755,0.003344095202656515,0.009408673383042767,0.003687194464884489,5.340426749365308e-05
rubber,0.084,2.83,2.465952807510473,0,1.3885160248017365,-0.0057620035356458444,-0.08539340741375528,0.010233103933849083,0.00044305283034434936
rubber,0.047,0.42,-0.38128012284391405,0,0.17614047781282355,-0.00377491946760304,0.023682741096175727,-0.008171328795094163,-4.229547449346869e-05
rubber,0.045,0.42,-0.17970064874871505,0,0.37961516940092227,0.007187658490840837,0.018302265439085315,0.0034024638578765147,-0.0007473257989969897
rubber,0.04,0.33,0.2992591638008783,0,0.13908253981430996,-0.0011592543456409204,-0.007295638248696067,0.002494328091593726,0.0009182931470898613
rubber,0.033,0.11,-0.0593480437190295,0,0.09261646563502714,-0.00210356389880485,0.0039237270039007895,-0.0013479504035924638,0.0007813678404308943
rubber,0.07,1.56,1.219433558410662,0,0.9729243529801846,-0.0108421054008024,-0.06394941220948769,0.013589162537730412,0.00047081938434382053
rubber,0.087,3.02,2.2286231477072986,0,2.038047807462625,-0.0348084050849722,-0.04883964961800144,0.03806329617150754,0.0009157221619851691
rubber,0.078,2.23,-0.32223576558229167,0,2.2065955930753587,-0.010976311417528648,0.03708697089127108,-0.0016029036421519765,4.7739546382343576e-05
rubber,0.092,3.67,-3.632011693961949,0,0.5266792714011544,-0.004367054887749348,0.2500623966477668,-0.030115471182837503,0.0003116521484419381
rubber,0.06,1.02,-0.9690750651161815,0,0.3182664263947248,-0.0024993570280708857,0.047883681012902454,-0.007610179314743217,-2.2055080542088652e-05
rubber,0.082,2.5,-2.005423701486321,0,1.4927410282821676,0.024886120300581027,0.12588438154505738,0.03343327110547623,-0.0003208870914539817
